Gene symbol
FAT1
DBP
ACACA
STAT3
GOLM2
PFKM
FOXP4
HMGCL
EPM2AIP1
NCOR2
SOX13
SENP2
ZBTB1
TCEAL4
LIN54
ATP6AP2
INTS8
INTS8
IQCB1
AR
MAVS
PSRC1
DEGS2
PIGR
ERBIN
ERBIN
FAM228B
SYNGR2
LRIF1
ODC1
RPS19
"NAT8L"
MUC1
MUC1
MUC1
MUC1
CBX4
NA
HSH2D
GRB7
GRB7
IL1R1
UNC5A
PPP1CB
PPP1CB
FAM200A
METRN
CLEC3A
SEMA3G
CEP57L1
EFNA3
SEMA3B
RHOV
DNAJB1
SAV1
ERMARD
ANKRD9
PPM1M
DKC1
PLEKHG2
LRRC32
SLC41A1
USP21
OGA
PRRT3
NEK1
NKPD1
PSMC2
PANK4
APPBP2
PTPN18
RGS11
FTH1
FTH1
NA
YWHAZ
EDRF1
CACNA2D2
ARPC4
ACY1
SLC2A10
IKZF2
BPIFB1
BPIFB1
PRODH
ZFAND2B
SHANK3
BMERB1
ABCC12
ABCC12
TPCN2
KIAA1958
CDYL
TMEM67
HCFC1R1
ATP2B4
RASD2
FOXN3
TRIM4
MTX1
TCFL5
HGD
RPS3
RPS3
OCRL
SAMD8
ZBTB43
HNRNPA2B1
CGREF1
DIO1
RAP1GDS1
PEG10
"NAP1L4"
"NAP1L4"
AKT1
ZMYM5
COL7A1
BCL6
C15orf48
SEC31A
SEC31A
DDX3X
UBR5
UBR5
ZNF331
ZNF331
TSPAN31
HOXB6
HDAC5
MSH6
RASA4
MCM8
SPTAN1
DLG5
XBP1
XBP1
XBP1
XBP1
TBC1D8
PSMD13
AIF1L
RPL27A
RPL27A
FTL
TJP3
CLU
SCIN
SCIN
PRRC2C
TRIM26
HIPK1
HIPK1
FLOT1
MRPL55
NSL1
GAS2L1
DEGS1
ARFGEF1
NA
DNHD1
POLA2
ACTR3C
GCNA
GABPB2
NUTF2
ST6GALNAC6
ARHGAP35
MSH5
GABARAP
THNSL2
POLL
IQGAP2
FBP1
STRADA
ZNF561
RFC1
PTCD2
CRABP2
TSNARE1
RAD17
ZNF337
KDM2A
CLUH
SIX5
SREK1
ZNF184
TMEM53
THUMPD3
WDR20
PDE4DIP
UBE2A
ARCN1
C17orf58
HNRNPC
HNRNPC
HNRNPC
ASH1L
AP4S1
UBTF
DTWD1
INPPL1
MTRR
ARNT
USP33
PELI3
BCL2L11
MAGEF1
CCNL2
SENP1
IL11RA
B3GNT7
LINC00672
RPL36A
FAM20B
PRUNE1
DLG1
LMO7
LRRN1
NLRC3
CSTF3
KCTD1
KRCC1
NCAPH
CAST
CAB39
MLPH
MLPH
LCN2
MIER3
DCAF8
S100A4
RPAP2
TOE1
CD74
CD74
NFATC4
TMEM9
LCA5
ASPH
CLK1
NQO2
TCERG1L
PTDSS1
FLOT1
UBE2V1
LCORL
PCMTD1
OSBPL9
OSBPL9
OSBPL9
ATE1
CYP1A1
B4GALT2
CSNK1A1
PLCH1
PHF1
ASIC1
UPRT
NUP98
SYT12
TSSC4
MAP3K7
COQ5
MLLT6
DNAI4
RTN2
AKAP1
MDM4
SKAP1
BAG6
DPH5
STARD10
AHCYL2
RAB26
DDR1
KPTN
MDK
KDM1A
EIF4G2
HYPK
GFI1
CIRBP
CIRBP
LARP6
SHOC2
NPHP1
MYB
LRP1
ALDH8A1
PRKAB2
PAPOLA
GOLGA6L4
SNAPC1
CLDND1
TMEM267
ABCC5
SRSF7
CHI3L2
UBR1
PRAME
EHD1
MPHOSPH9
MPHOSPH9
BEX4
NFE2L1
NFE2L1
NFE2L1
DDX59
LRRC49
C2
RTN3
RHOU
ARID2
UNC93B1
MPV17
HSPD1
DARS1
PNRC1
SNX1
ZNF224
PPP5C
GMEB1
C2
B3GALNT1
DDB1
DDB1
TTC7A
STIP1
STIP1
SNX21
CRISP2
SCFD1
ANKRA2
SEPTIN7
ZNF764
HOXB7
CATSPERB
LIN9
STRC
GPR162
SUSD3
DMKN
DMKN
DTNBP1
TJP1
ZNF84
CLUL1
UBXN7
ANXA2
NA
IGFBP4
EEF1D
NF1
LDHA
GSTM3
SLC35C2
TMEM59
TMEM59
CCNC
CEACAM6
PTP4A2
GLYATL1
ST6GAL1
KDM5B
GLI4
ADCY6
L3MBTL3
ZNF469
MED12L
TXLNB
HYAL1
TKT
TKT
SUN1
MPST
ZNF768
LYST
EID1
TRAPPC1
MAPRE2
ATP6V1E1
C2orf72
WAC
CARD14
LPCAT4
NA
FLOT1
KAT8
RAB29
RAB29
TRA2B
PHOSPHO1
GAK
TTC26
ZNF33B
FAIM
PPIP5K1
HDAC11
NUP85
ATP11A
PAX9
DPP3
RPL12
JADE1
NMRK1
NDUFB3
ZMYM1
NPM1
VIPR1
ATP1B3
PICALM
TRAPPC10
PGM1
TGIF1
TGIF1
CGGBP1
IMPA1
SORL1
SORL1
CAMLG
DENND2C
SNF8
TALDO1
EML3
XIAP
SEMA6C
RPL8
RGPD8
NLRC5
RC3H2
RC3H2
CRACR2B
STARD3
STARD3
STARD3
SV2A
PSMC5
GAS8
ZNF322
P3H1
ZC2HC1C
ZBED9
H1-0
CXCL17
PURB
RPP25
SOD2
SDSL
PCDHGA4
RPL37
SLC25A28
DCAF17
TNXB
PABPC1
NA
HMGCS2
HMGCS2
ZFP2
BSDC1
NR4A2
TRMT1L
POLN
BTN2A1
TMEM177
HSPA1B
ZFYVE1
NOMO1
ALAS1
BCKDHA
BCCIP
SAT1
ARAP2
ATP2A3
TLK2
UNKL
ACADVL
MTO1
HEMK1
DMTF1
TFG
DBNL
CFB
ZNF14
GOLGA6L4
TBC1D24
HOXB2
IL17RC
JADE3
NA
GTF2I
EIF3H
RPL31
PARL
TNRC6A
UBR2
CCN3
TMEM79
GYG2
LIG4
EHF
MYPN
CRTAC1
CALML5
ZCCHC4
GLMN
ADSS1
GALNT6
GALNT6
MICA
NSD1
KLC1
NDUFB2
ASS1
PHC1
CPT1A
EEF1G
TFAP2B
GIT1
NSMCE3
TBC1D23
ABTB1
SLC37A3
ZNF155
SEC16A
TLCD2
NCEH1
ZGPAT
ENY2
RIMKLB
ALDH2
ALDH2
EPOP
TTC23
CRISP3
ERI2
NA
GLUL
TACC1
ITPRIPL2
THOC1
PIM3
NA
SLC16A14
PCBP2
FLOT1
CREB3L4
N4BP2L2
N4BP2L2
YPEL5
RHOC
FAM111A
FAM111A
NCOA1
EPOP
MLLT6
SLC35B1
MIEN1
MLLT10
CIART
QRICH1
C2
RRM2B
ATP2C1
PURA
LYRM1
CCNG2
HOXA3
GIGYF2
GIGYF2
NEK6
ALDH3B1
CRTC1
CDNF
BTN2A2
TJAP1
MAPT
IRX5
ACOT8
ZNF782
RPS23
GMPR2
CAMK2G
CFB
CEP95
NOL8
YWHAE
YWHAE
EGF
ZMYND8
ZMYND8
DLG5
CTNND1
ZNF24
SCPEP1
EEF1D
HIGD1A
CFB
AP1G2
TELO2
RPS27
PHF20
CDK12
CDK12
CDK12
CDK12
GLYATL3
MFF
ACVR1B
LTBP4
EIF5A
EIF5A
NIPSNAP1
FGFR1
ARHGEF5
CALCOCO2
CALCOCO2
C2
PIDD1
NDRG2
C8orf76
DTX3
ASNSD1
ATAD2
NA
NA
LINC02210
NA
RRP7BP
LINC00993
FAM86DP
ADCY10P1
CYP2B7P
CYP2B7P
NA
NA
PRSS30P
SLC44A3-AS1
ZNF37BP
NA
