Ensembl
ENST00000630425
ENST00000625523
ENST00000628172
ENST00000629865
ENST00000634741
ENST00000634960
ENST00000635521
ENST00000634500
ENST00000636552
ENST00000634556
ENST00000634790
ENST00000361390
ENST00000361453
ENST00000361624
ENST00000361739
ENST00000361851
ENST00000361899
ENST00000362079
ENST00000361227
ENST00000361335
ENST00000361381
ENST00000361567
ENST00000361681
ENST00000361789
ENST00000528994
ENST00000461330
ENST00000360614
ENST00000282388
ENST00000392452
ENST00000243222
ENST00000376810
ENST00000311127
ENST00000337147
ENST00000234396
ENST00000395384
ENST00000520158
ENST00000280800
ENST00000433389
ENST00000539112
ENST00000306077
ENST00000555322
ENST00000323534
ENST00000577831
ENST00000615587
ENST00000415995
ENST00000564824
ENST00000300658
ENST00000330236
ENST00000355044
ENST00000360526
ENST00000506139
ENST00000632034
ENST00000335972
ENST00000578921
ENST00000372003
ENST00000397512
ENST00000477657
ENST00000562622
ENST00000523756
ENST00000441406
ENST00000544233
ENST00000442960
ENST00000164133
ENST00000375111
ENST00000570453
ENST00000383325
ENST00000498578
ENST00000474384
ENST00000631728
ENST00000540870
ENST00000576863
ENST00000493293
ENST00000264144
ENST00000282032
ENST00000474657
ENST00000565075
ENST00000360325
ENST00000428632
ENST00000447632
ENST00000525906
ENST00000316005
ENST00000626021
ENST00000490802
ENST00000341749
ENST00000280083
ENST00000357392
ENST00000343410
ENST00000524965
ENST00000523807
ENST00000511884
ENST00000355288
ENST00000371628
ENST00000397820
ENST00000378166
ENST00000187762
ENST00000300403
ENST00000475261
ENST00000622511
ENST00000381458
ENST00000320634
ENST00000262238
ENST00000320547
ENST00000538565
ENST00000610990
ENST00000356082
ENST00000570137
ENST00000377403
ENST00000547864
ENST00000411772
ENST00000555452
ENST00000548159
ENST00000467277
ENST00000636404
ENST00000245407
ENST00000435065
ENST00000543588
ENST00000460231
ENST00000366930
ENST00000479322
ENST00000244745
ENST00000373290
ENST00000316448
ENST00000517489
ENST00000403714
ENST00000463846
ENST00000457599
ENST00000422989
ENST00000521089
ENST00000393895
ENST00000524038
ENST00000278772
ENST00000546034
ENST00000625521
ENST00000395081
ENST00000263773
ENST00000359205
ENST00000511206
ENST00000442267
ENST00000329623
ENST00000351829
ENST00000424340
ENST00000249883
ENST00000409681
ENST00000216181
ENST00000627772
ENST00000463592
ENST00000305366
ENST00000518561
ENST00000313601
ENST00000451956
ENST00000467044
ENST00000327471
ENST00000393810
ENST00000537814
ENST00000297857
ENST00000602252
ENST00000216951
ENST00000409614
ENST00000436628
ENST00000510479
ENST00000510595
ENST00000540200
ENST00000367313
ENST00000608872
ENST00000453291
ENST00000584027
ENST00000310775
ENST00000313485
ENST00000499869
ENST00000502702
ENST00000568004
ENST00000344036
ENST00000406334
ENST00000393409
ENST00000505278
ENST00000251343
ENST00000519688
ENST00000263354
ENST00000595227
ENST00000409657
ENST00000356284
ENST00000262198
ENST00000401869
ENST00000256255
ENST00000262919
ENST00000561424
ENST00000243103
ENST00000608382
ENST00000425597
ENST00000374021
ENST00000491021
ENST00000263408
ENST00000540828
ENST00000619580
ENST00000612156
ENST00000329565
ENST00000511802
ENST00000369155
ENST00000497571
ENST00000534366
ENST00000392710
ENST00000262776
ENST00000616538
ENST00000354340
ENST00000522677
ENST00000272164
ENST00000393483
ENST00000409564
ENST00000530660
ENST00000274289
ENST00000503378
ENST00000621763
ENST00000409003
ENST00000498907
ENST00000399494
ENST00000312655
ENST00000440306
ENST00000592576
ENST00000405312
ENST00000493763
ENST00000251642
ENST00000368706
ENST00000474991
ENST00000336596
ENST00000371253
ENST00000283297
ENST00000539365
ENST00000354546
ENST00000373876
ENST00000338483
ENST00000418115
ENST00000267890
ENST00000397491
ENST00000445697
ENST00000377275
ENST00000409240
ENST00000432455
ENST00000359337
ENST00000542802
ENST00000400324
ENST00000394201
ENST00000519449
ENST00000256319
ENST00000351328
ENST00000445895
ENST00000359540
ENST00000330843
ENST00000594773
ENST00000413806
ENST00000367875
ENST00000202917
ENST00000452357
ENST00000553152
ENST00000440177
ENST00000595464
ENST00000414461
ENST00000586659
ENST00000222005
ENST00000612959
ENST00000532509
ENST00000225969
ENST00000238788
ENST00000621387
ENST00000397200
ENST00000356316
ENST00000371130
ENST00000338700
ENST00000297598
ENST00000367462
ENST00000560997
ENST00000413548
ENST00000227474
ENST00000613398
ENST00000250457
ENST00000292807
ENST00000393562
ENST00000621232
ENST00000466589
ENST00000354321
ENST00000555085
ENST00000331789
ENST00000372886
ENST00000618487
ENST00000398738
ENST00000521986
ENST00000534029
ENST00000629105
ENST00000305921
ENST00000260502
ENST00000527992
ENST00000330775
ENST00000313234
ENST00000394815
ENST00000466011
ENST00000551956
ENST00000548097
ENST00000313766
ENST00000398505
ENST00000311895
ENST00000295006
ENST00000480581
ENST00000433674
ENST00000436269
ENST00000551534
ENST00000409064
ENST00000510663
ENST00000590049
ENST00000629983
ENST00000373832
ENST00000501597
ENST00000333750
ENST00000635597
ENST00000492259
ENST00000482936
ENST00000359707
ENST00000510217
ENST00000252996
ENST00000504110
ENST00000307738
ENST00000556765
ENST00000298912
ENST00000376925
ENST00000352331
ENST00000326958
ENST00000632000
ENST00000327892
ENST00000375784
ENST00000613345
ENST00000293778
ENST00000343702
ENST00000538383
ENST00000470323
ENST00000370747
ENST00000485662
ENST00000519483
ENST00000322507
ENST00000416123
ENST00000265334
ENST00000344175
ENST00000312419
ENST00000463743
ENST00000358334
ENST00000359263
ENST00000371489
ENST00000584396
ENST00000581208
ENST00000509692
ENST00000374308
ENST00000359470
ENST00000461135
ENST00000338965
ENST00000423811
ENST00000599791
ENST00000351288
ENST00000331738
ENST00000507721
ENST00000370963
ENST00000538936
ENST00000340006
ENST00000425053
ENST00000285681
ENST00000420627
ENST00000360319
ENST00000369856
ENST00000377707
ENST00000436333
ENST00000397817
ENST00000544848
ENST00000251047
ENST00000635584
ENST00000439554
ENST00000588852
ENST00000540608
ENST00000485511
ENST00000414478
ENST00000541565
ENST00000430436
ENST00000508917
ENST00000366878
ENST00000562057
ENST00000563656
ENST00000227756
ENST00000447927
ENST00000398341
ENST00000369014
ENST00000361532
ENST00000566605
ENST00000380244
ENST00000367177
ENST00000355327
ENST00000261862
ENST00000339514
ENST00000392318
ENST00000304164
ENST00000432829
ENST00000280699
ENST00000399466
ENST00000617982
ENST00000344651
ENST00000326577
ENST00000341627
ENST00000344420
ENST00000367603
ENST00000316881
ENST00000449683
ENST00000454652
ENST00000558087
ENST00000465449
ENST00000443308
ENST00000434581
ENST00000529221
ENST00000389701
ENST00000617045
ENST00000524782
ENST00000615660
ENST00000511102
ENST00000394048
ENST00000459993
ENST00000408974
ENST00000583367
ENST00000496060
ENST00000558800
ENST00000346855
ENST00000264110
ENST00000392544
ENST00000398104
ENST00000432408
ENST00000562648
ENST00000252826
ENST00000594568
ENST00000409858
ENST00000511309
ENST00000531094
ENST00000326956
ENST00000610401
ENST00000163416
ENST00000383382
ENST00000392194
ENST00000367012
ENST00000612628
ENST00000491125
ENST00000579901
ENST00000532163
ENST00000361048
ENST00000369312
ENST00000373312
ENST00000263121
ENST00000302351
ENST00000557515
ENST00000397341
ENST00000352980
ENST00000430655
ENST00000300433
ENST00000357727
ENST00000612727
ENST00000613132
ENST00000261507
ENST00000470971
ENST00000452316
ENST00000296255
ENST00000014914
ENST00000542056
ENST00000534831
ENST00000228515
ENST00000324306
ENST00000200453
ENST00000590193
ENST00000265896
ENST00000366510
ENST00000539542
ENST00000482343
ENST00000439696
ENST00000562641
ENST00000354866
ENST00000399808
ENST00000372692
ENST00000368323
ENST00000422674
ENST00000453350
ENST00000380876
ENST00000622455
ENST00000257497
ENST00000377387
ENST00000373818
ENST00000491542
ENST00000542749
ENST00000198536
ENST00000590887
ENST00000585932
ENST00000358657
ENST00000228928
ENST00000585509
ENST00000614342
ENST00000346691
ENST00000408939
ENST00000485390
ENST00000394987
ENST00000381980
ENST00000611972
ENST00000358075
ENST00000610432
ENST00000632997
ENST00000470521
ENST00000620360
ENST00000412786
ENST00000449653
ENST00000225972
ENST00000610832
ENST00000393354
ENST00000351933
ENST00000361242
ENST00000398309
ENST00000280241
ENST00000378330
ENST00000519811
ENST00000424248
ENST00000230413
ENST00000336023
ENST00000356958
ENST00000359523
ENST00000470781
ENST00000485239
ENST00000530047
ENST00000532887
ENST00000361565
ENST00000225388
ENST00000579665
