Ensembl
ENSG00000281230
ENSG00000280680
ENSG00000282844
ENSG00000282844
ENSG00000282932
ENSG00000283060
ENSG00000198888
ENSG00000198763
ENSG00000198804
ENSG00000198712
ENSG00000228253
ENSG00000198899
ENSG00000198938
ENSG00000198840
ENSG00000212907
ENSG00000198886
ENSG00000198786
ENSG00000198695
ENSG00000198727
ENSG00000196365
ENSG00000152518
ENSG00000180611
ENSG00000123500
ENSG00000120942
ENSG00000173706
ENSG00000092820
ENSG00000151176
ENSG00000170876
ENSG00000181467
ENSG00000132128
ENSG00000010256
ENSG00000161395
ENSG00000107518
ENSG00000037474
ENSG00000130985
ENSG00000117472
ENSG00000176871
ENSG00000176871
ENSG00000068971
ENSG00000188257
ENSG00000197150
ENSG00000135899
ENSG00000058085
ENSG00000058085
ENSG00000088832
ENSG00000103769
ENSG00000181885
ENSG00000186815
ENSG00000065243
ENSG00000150527
ENSG00000143512
ENSG00000185000
ENSG00000169851
ENSG00000151150
ENSG00000175556
ENSG00000147044
ENSG00000088325
ENSG00000278466
ENSG00000196878
ENSG00000139637
ENSG00000072121
ENSG00000163879
ENSG00000172269
ENSG00000197375
ENSG00000197375
ENSG00000092969
ENSG00000092969
ENSG00000124766
ENSG00000099282
ENSG00000179218
ENSG00000084710
ENSG00000117713
ENSG00000167378
ENSG00000113645
ENSG00000113645
ENSG00000138629
ENSG00000113161
ENSG00000109436
ENSG00000157617
ENSG00000117448
ENSG00000114019
ENSG00000068654
ENSG00000100345
ENSG00000174469
ENSG00000114353
ENSG00000157593
missing
ENSG00000140264
ENSG00000232575
ENSG00000146067
ENSG00000109171
ENSG00000004142
ENSG00000159166
ENSG00000119402
ENSG00000140525
ENSG00000133030
ENSG00000071127
ENSG00000071127
ENSG00000114554
ENSG00000114554
ENSG00000164756
ENSG00000105402
ENSG00000115694
ENSG00000088812
ENSG00000123407
ENSG00000100227
ENSG00000113600
missing
missing
ENSG00000184678
ENSG00000067082
ENSG00000179832
ENSG00000108679
ENSG00000185697
ENSG00000143816
ENSG00000145632
ENSG00000145632
ENSG00000277363
ENSG00000189403
ENSG00000108883
ENSG00000108771
ENSG00000188643
ENSG00000188643
ENSG00000044524
ENSG00000153292
ENSG00000153292
ENSG00000197043
ENSG00000185022
ENSG00000067560
ENSG00000134121
ENSG00000134121
ENSG00000204843
ENSG00000196576
ENSG00000196576
ENSG00000139734
ENSG00000034677
ENSG00000133935
ENSG00000062485
ENSG00000186716
ENSG00000156675
ENSG00000064607
missing
ENSG00000143157
ENSG00000089127
ENSG00000089127
ENSG00000089127
ENSG00000197256
ENSG00000105401
ENSG00000117054
ENSG00000108826
ENSG00000119777
ENSG00000164078
ENSG00000009694
ENSG00000109654
ENSG00000162670
ENSG00000110060
ENSG00000129521
ENSG00000161203
ENSG00000160211
missing
ENSG00000100395
ENSG00000169718
ENSG00000170348
missing
ENSG00000169398
ENSG00000151366
ENSG00000174428
ENSG00000137936
ENSG00000137700
ENSG00000167767
ENSG00000167767
ENSG00000167767
ENSG00000170477
ENSG00000170477
ENSG00000177706
ENSG00000162909
ENSG00000162909
ENSG00000174780
ENSG00000126247
ENSG00000126247
ENSG00000180198
ENSG00000229117
ENSG00000026036
ENSG00000113068
ENSG00000130699
ENSG00000164096
ENSG00000182400
ENSG00000101439
ENSG00000137807
ENSG00000262334
ENSG00000196230
ENSG00000213719
ENSG00000278728
ENSG00000161921
ENSG00000074527
ENSG00000074527
ENSG00000137965
ENSG00000137965
ENSG00000137965
ENSG00000153317
ENSG00000111799
ENSG00000204673
ENSG00000138119
ENSG00000138119
ENSG00000138119
ENSG00000138119
ENSG00000136451
ENSG00000145604
ENSG00000182795
ENSG00000182795
ENSG00000136699
ENSG00000185813
ENSG00000159176
ENSG00000155313
ENSG00000196924
ENSG00000196924
ENSG00000107338
ENSG00000103152
ENSG00000160633
ENSG00000141458
ENSG00000112640
ENSG00000143850
ENSG00000054392
ENSG00000145734
ENSG00000166145
ENSG00000166145
ENSG00000110328
ENSG00000242372
ENSG00000160190
ENSG00000143420
ENSG00000143420
ENSG00000089280
ENSG00000089280
ENSG00000170382
ENSG00000187720
ENSG00000128641
ENSG00000128641
ENSG00000107099
ENSG00000111641
ENSG00000006327
ENSG00000006327
ENSG00000213699
ENSG00000121060
ENSG00000241468
ENSG00000164054
ENSG00000149292
ENSG00000149182
ENSG00000109180
ENSG00000139641
ENSG00000134265
ENSG00000100664
ENSG00000115966
ENSG00000074416
ENSG00000130529
ENSG00000130529
ENSG00000169230
ENSG00000143442
ENSG00000157216
ENSG00000078018
ENSG00000082497
ENSG00000101019
ENSG00000148735
ENSG00000148735
ENSG00000136830
ENSG00000099956
ENSG00000171617
ENSG00000100813
ENSG00000146592
ENSG00000052802
ENSG00000101901
ENSG00000163902
ENSG00000013588
ENSG00000013588
ENSG00000013588
ENSG00000104549
ENSG00000143653
ENSG00000185650
ENSG00000103126
ENSG00000142089
ENSG00000119335
ENSG00000227739
ENSG00000205609
ENSG00000274287
ENSG00000135046
ENSG00000168066
ENSG00000148180
ENSG00000011304
ENSG00000111331
ENSG00000167173
ENSG00000154274
ENSG00000101150
ENSG00000102158
ENSG00000154305
ENSG00000093010
ENSG00000108829
ENSG00000136826
ENSG00000100105
ENSG00000198925
ENSG00000150672
ENSG00000105339
ENSG00000123416
ENSG00000185803
missing
ENSG00000198700
ENSG00000108256
ENSG00000063046
ENSG00000188549
ENSG00000198836
ENSG00000137767
ENSG00000186472
ENSG00000186472
ENSG00000160688
ENSG00000197603
ENSG00000071889
ENSG00000078140
ENSG00000160948
ENSG00000154473
ENSG00000104763
ENSG00000090339
ENSG00000187017
ENSG00000103342
ENSG00000168264
ENSG00000168264
ENSG00000125651
ENSG00000173821
ENSG00000175161
ENSG00000218336
ENSG00000074800
ENSG00000115163
ENSG00000206394
ENSG00000109332
ENSG00000109332
ENSG00000187678
ENSG00000104856
ENSG00000275837
ENSG00000114857
ENSG00000211448
ENSG00000162734
ENSG00000187514
ENSG00000205542
ENSG00000103966
ENSG00000117519
ENSG00000118523
ENSG00000164405
ENSG00000167642
ENSG00000124155
ENSG00000176715
ENSG00000123908
ENSG00000106263
ENSG00000141736
ENSG00000141736
ENSG00000141736
ENSG00000157483
